id,person_name,nine_box_category,adjusted,reviewed,label,feedback_len,num_of_sent,performance_class,potential_class,feedback_clean,data_type
162,Sara Phillips,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,540,6,1,0,sara the work that you did on your last assignment wa decent and show that you have room for growth i would like you to contribute more to the task and ask for help when needed to submit more meaningful work right now we feel that you arent contributing enough to the organization and you need to show some improvement to be an exceptional employee we are happy to help you to grow and show your true potential we truly feel that if you are succeeding then the entire organization is succeeding do you have any question,train
161,Joel Wells,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,261,4,1,0,joel well completes his work but he doe not show much potential for growth he ha acceptable performance on the job he is able to finish his task successfully but he doe not go beyond expectation he could improve with a change of mindset toward growth,train
321,Sophie Murray,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,312,4,1,0,sophie had been assigned 10 project for the last 10 month some of her work were quite good some of them have received complaint from our client when we informed sophie about the quality issue of her work she wa combative overall sophie is slow to pick up new skill and slow in getting her work done,train
160,Joel Wells,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,475,4,1,0,joel is extremely competent in his technical capability and i can always rely on him to know the answer to any coding question a colleague might have however his grammar skill are somewhat lacking which limit his ability to put all of his idea in writing to client ive given him a number of opportunity to improve in this area and he still hasnt been able to do so thus im not sure that ill be comfortable promoting him to a clientfacing role any time soon,train
170,Amaya Gay,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,290,5,1,0,amaya did complete most project on time he can work with cross functional team however he hesitates to make his view known to others quickly so his point do not get the visibility required it is hard for him to progress quickly across and ha probably met his maximum grade by now,train
380,Hannah Woods,"Category 2: 'Average performer' (Moderate performance, Low potential)",TRUE,TRUE,1,304,4,1,0,hannah ha done a satisfactory job since coming to our department her work while not bad doesnt have the shine and polish of a top tier employee she get the job done in a fair amount of time but doesnt go above and beyond what is expected of her she doe what she is asked to do and nothing more,train
490,Jessica Black,"Category 2: 'Average performer' (Moderate performance, Low potential)",TRUE,TRUE,1,229,2,1,0,she ha good knowledge in her domain but her execution is not up to mark she ha to perform that match up with management expectation and her response should quick a possible towards her task other than she is a good performer,train
157,Joel Wells,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,316,4,1,0,joel is able to accomplish the task that he is given but often struggle with accomplishing them on time he is not very proactive and occasionally is more idle than his role requires him to be he is proficient in most regard he struggle to apply his knowledge quickly and to seek out new opportunity to help,train
20010,Elliot Gray,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,TRUE,1,286,4,1,0,elliot gray is a hard worker but delivers to a standard level the group task he ha undertaken with the team have always been to an adequate standard what he lack in momentum he make up for in good work he ha shown that he is capable of holding his on despite the circumstance,train
20009,Elliot Gray,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,TRUE,1,474,4,1,0,elliot gray attends all staff meeting and ha been presented with daily target which are met about 65 of the time at time it appears that elliot struggle to display ambition to succeed and close deal he rarely seek out new potential client and at time can be rather timid in his approach reducing the confidence in the transaction it is therefore not recommended that his name be put forth for promotion at this time a his leadership potential is not high,train
10215,Emerson Rose,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,278,4,1,0,emerson rose is a fairly average worker she put out satisfactory work and she show little potential i would like to see a little bit more from her because other people tend to out work her however i am satisfied with her being at the company and she benefit the company,train
10214,Emerson Rose,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,314,4,1,0,emerson rose is pretty good at his job but i dont believe he will be able to progress very far while i dont have any specific problem with how he doe his job he doe not excel either there are others in the company more deserving of their job than he is i regret that he is unlikely to improve with time,train
10212,Emerson Rose,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,423,4,1,0,emerson rose is a good team player and is able to perform medium complexity task well however when it come to somewhat complex task they are not able to quickly adapt inasmuch their learning curve is quite steep even for relatively le complex item having said that i do believe that they can improve by asking more question a a team we are ready to help emerson increase their output by sharing our knowledge,train
388,Finley Harrison,"Category 2: 'Average performer' (Moderate performance, Low potential)",TRUE,TRUE,1,414,4,1,0,finely harrison ha shown his ability to get on the ball and get his hand dirty but lack will power and sometimes is not willing to go the extra mile for the company he show up to work everyday in a timely manner but sometimes seems to lack enthusiasm he is excellent at what he doe but doesnãâât show too much interest in advancement in the company we hope to see more positive growth in his future,train
10174,Brynlee Byers,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,263,4,1,0,brynlee performs at an average level in her position she achieves the minimum required of her she attends to her duty to the degree necessary but rarely go above and beyond at present she show little potential for future advancement withint the company,train
10088,Joyce Douglas,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,309,4,1,0,joyce ha been dependable this month but not excelling she doe not exhibit learning behavior and doe not seem enthusiastic about improving she almost always meet her deadline but her work is only of average quality she contributes to the company and is not dead weight but she is not a key worker,train
10053,Shannon Harvey,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,266,4,1,0,shannon harvey ha given a mediocre performance her performance ha met our satisfaction in the goal that were given we cant predict her exceeding her goal in near future we believe that her potential is low at this point exceeding the goal provided to her,train
10052,Shannon Harvey,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,367,4,1,0,s harvey ha shown mid level dedication to the job but lack the ability to move forward they sometimes meet the demand of their job but just a often do not showing more dedication to the team a a whole the company and their own job would greatly improve their rating a it stand they are not exhibiting the quality that we prefer to see in our employee,train
10051,Shannon Harvey,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,224,4,1,0,shannon harvey ha shown she can finish a task with good end result the work ha been regularly consistent and of commendable level we are looking to nurture her further the talent she lack she make up for in hard work,train
10008,Harvey Watts,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,234,4,1,0,harvey watt is a very regular worker his completion rate ha been average we have not seen his full talent at time and so will continue to guide him at time we do see flash of greatness and will continue to help him on his way,train
10006,Harvey Watts,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,TRUE,1,261,4,1,0,harvey can manage most task of average complexity but doe not see the bigger picture on how this relates to the company aim dependable worker of average output unlikely to meet management eligibility in the future nonetheless good to have on the team,train
10132,Teagan Pate,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,218,4,1,0,teagan pate ha meet the requirement for his performance he ha meet his expectation of what wa needed we are satisfied with the result there is little potential for teagan to ascend from average in performance,train
156,Amy John,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,232,4,1,0,amy john succeeds at fulfilling basic work task meet the minimum standard but doe not normally show potential for growth she completes all task assigned to her doe not show potential for exceeding expectation at this time,train
98,Amy John,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,351,4,1,0,amy ha some definite room to improve while she ha been completing most of her work she tends to do only exactly what is asked of her and nothing more she also hasnt shown much interest in going beyond doing the bare minimum overall id say her performance is merely passable but i dont know that there much room for her to grow beyond that,train
152,Amy John,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,489,4,1,0,amy is always punctual about turning in her assignment on time she doe a reasonably good job with every research request i make of her but sometimes she leaf some counterargument on the table when drafting her report moving forward i have told her that she need to plug in every possible hole in her research by considering multiple perspective for her report shes struggled to incorporate this feedback to date so i question whether she will really be able to improve much,train
122,Michael Kaur,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,187,4,1,0,michael is having a good quarter he doesnt make wave at meeting but he is dependable he isnt a leader rather he seems to enjoy working with a team michael doe keep u on our toe,train
120,Michael Kaur,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,292,4,1,0,michael completed all his assigned task on time michael doe not strive to offer better solution only delivers the bare minimum to complete the job michael asks some question but doe not exhibit the drive to learn more michael doe complete the task but doesnt shine a an employee,train
118,Michael Kaur,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,303,4,1,0,micheal kuar most day seems to slip through the crack he doe his job well enough to not cause issue but lack enthusiasm that we strive for in our associate he is competent but not much else we can hope for better thing in his future but for now i can expect him to do his job and not much else,train
116,Sonny Kidd,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,538,5,1,0,sonny did not outperform result from the last quarter but he still met the standard of his colleague his work is of reasonable quality but his work ethic and effort that he put in is highly questionable he spends time chatting with coworkers and serf a a distraction and his presence often decrease efficiency in the workplace he is encouraged to behave more maturely in the workplace and take constructive feedback from his supervisor he is also encouraged to be mindful of how his behavior would affect those around him,train
115,Sonny Kidd,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,574,3,1,0,sonny work product ha always been of decent quality in term of research analysis and argument development sonny usually review their work once before submitting it to me for final signoff but that review sometimes isnt thorough enough because i still catch a handful of minor error when i review his report ive asked sonny to really take a much time a he need to review his work before submitting it but the report i see from him continue to have a few error here and there so he doesnt seem too willing to listen and improve his chance of advancement,train
112,Amaya Gay,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,309,3,1,0,amaya ha been completing work a required but really doe not go above and beyond she completes only what is asked but doe not proactively look for anything more than that this could be improved by taking initiative in additional task in the workplace but at present time the drive really is not there,train
111,Sara Phillips,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,205,4,1,0,sara wa a great colleague of mine she did her day to day task and met all expectation that she wa given there is not much room to grow unfortunately i believe she ha maxed out her potential with u,train
110,Sara Phillips,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,523,4,1,0,sara always turn in report covering very timely topic that are wellresearched and wellanalyzed however despite all the research she doe she never proofreads her work and this mean that her report often contain a lot of tiny but noticeable error like missing period extra space and typo unfortunately i dont expect sara to improve in this area since i have already asked her to edit her work prior to submission four time to no avail she seems not to have an interest in becoming more detail oriented,train
123,Isabella James,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,265,4,1,0,isabella is an average employee she performs her duty but not put much extra effort into her position she doe not seem to have much drive to move forward in her position or forward with the company isabella could do so much more if she put her mind to it,train
108,Joel Wells,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,345,4,1,0,overall joel turned in acceptable work product to me and met all deadline however he needed to be reminded several time of basic assignment instruction moreover his work product still required a round of revision i also felt that his research skill werent up to par and that he already turned in the best work he can at this point,train
104,Amy John,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,255,3,1,0,amy is a c at best yes she usually completes her work but it usually the bare minimum to say it done im not convinced she caresshe show little enthusiasm or motivation to learning new thing improving process or being open minded to new idea,train
101,Bailey Hunter,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,580,5,1,0,the report that bailey produce are always clientready after some light editing she doe a thorough job with the research analysis and i appreciate her attention to detail on the data analysis however her performance is hindered because she sometimes show up late to work without any explanation i have already told her how frustrating this is to her colleague who are depending on her to be in the office at a certain time to run report because shes refused to change her pattern of behavior i can only assume that she will not be moving up very far in our department,train
99,Amy John,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,307,5,1,0,amy john ha done her job in adequate fashion she is not the greatest performer but she is also not the worst she meet deadline regularly and turn in the expected work however amy doe not have a very high ceiling for the future so this make her replaceable regardless she is a net positive worker,train
94,Bailey Hunter,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,273,4,1,0,bailey is only a decent worker he get his work done but doesnt really apply himself otherwise he clearly doesnt have much interest in taking on more responsibility or moving up in the organization he will likely only do the bare minimum of whatever he asked to do,train
89,Alecia Keys,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,267,4,1,0,m key ha a number of area in which she could improve she typically meet the minimum expectation of the job but only just barely with some additional training she may improve to some extent i sadly dont however see her a ever becoming a top performer,train
88,Alecia Keys,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,215,4,1,0,alecia ha shown somewhat average result this quarter she seriously need to pick up her speed in multi tasking and project unlikely to get a raise this quarter hope to see better result next quarter from you,train
154,Amy John,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,495,4,1,0,amy john is dedicated to the work atmosphere and creating a fun environment with all the colleague in term of performance i find her quite solid she is neither extremely methodical nor extremely creative but can to the task in a relatively decent condition still i am a little hesitant to envision in which way she might improve in the past a she ha not shown much growth through time nor ha she been necessarily receptive to the constructive comment received from supervisor,train
105,Amy John,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,452,5,1,0,amy had excellent performance this quarter she wa able to bring many new idea to the table and her insight allowed her coworkers to think outside the box improvement could be made however in the aspect of selfawareness in meeting amy is encouraged to think more carefully about what she say during meeting a sometimes she waste time with irrelevant information this shouldnt be a problem since she ha strong interpersonal skill,train
125,Isabella James,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,TRUE,1,339,4,1,0,isabella is colloborative and approachable she is fairly responsive to question and report the progress when requested she delivers on the usual work assigned to her but struggle with any new work or variation from normal she like to follow the set process and doe not go beyond the rule back to solve the problem innovatively,train
51,Addison Cohen,"Category 2: 'Average performer' (Moderate performance, Low potential)",TRUE,TRUE,1,225,4,1,0,addison mean well but doe not put the effort in that is needed to complete his work he work well alone but doe not work well with others he is frequently late to work in the morning he often miss mandatory meeting,train
150,Bailey Hunter,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,348,5,1,0,bailey ha been consistently delivering her work on time though from time to time she would make some easily avoidable mistake she ha great attitude at work though she could show more initiative she is friendly however not too keen in participating in team activity in all bailey is a good worker i expect her to continue to improve,train
149,Bailey Hunter,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,402,4,1,0,bailey work product is perfectly acceptable for a secondyear analyst there are always a few computational error present in her report but for the most part she doe a really solid job with her research and drafting unfortunately i dont see bailey moving up very far in this organization her heart never seems to be fully in her work and she always seems distracted with personal commitment,train
148,Bailey Hunter,"Category 2: 'Average performer' (Moderate performance, Low potential)",TRUE,TRUE,1,249,3,1,0,bailey hunter provides a solid base for this company she is a valuable team player for our team which doesnt often require people to be the lead while she is an asset for our team there is still room for her to grow and excel within the company,train
147,Bailey Hunter,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,TRUE,1,331,4,1,0,bailey hunter daily production oscillates from poor to excellent from dayto day one day bailey will competently produce a 50page brief and the next day will struggle to complete five transmittal letter her interpersonal skill are unexceptional neither good nor bad on balance i dont believe she is long for this job,train
146,Darius Stafford,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,340,4,1,0,darius is a good day to day task person he lack motivation for the future and we dont really see a need to keep him around for our long term goal but his current work is meeting our need if he could step it up there might be potential for a future in this company a something more we would like to see more from darius a a worker,train
145,Darius Stafford,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,334,4,1,0,darius is a solid employee who consistently produce acceptable work he ha shown that he is competent in producing quality work that meet but doe not exceed our standard however he ha difficulty learning and adapting to new task i find that he is unlikely to improve any further and that his current work capacity is his max,train
142,Darius Stafford,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,263,4,1,0,darius set a good example at being a great trainee and showed a lot of potential in this career field darius wa respectful and cooperative with training darius can always strive to improve some area to get better darius will be a great addition to our team,train
141,April Craft,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,486,5,1,0,april ha had average result this quarter she analyzes data accurately and she is able to submit project of reasonable quality on time however the work she doe barely exceeds the work done by the intern who is only a high school student she doe not seek to improve herself and ha resisted every form of criticism given her way by colleague and superior she should continue to be monitored by human resource to ensure our resource are being used to their full potential,train
151,Bailey Hunter,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,299,4,1,0,baily is an ok worker currently she doesnt respond well to feedback and hasnt really shown any improvement in along time however she still consistently produce acceptable quality work and meet her deadline she is a solid performer but i do not expect her to improve beyond her current skill,train
139,April Craft,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,381,4,1,0,this worker turn in work that is generally ok it never ha mistake but it never the best they can do i dont see that this worker want to succeed and seems to have little motivation to do better than what they are currently doing there isnt many action that this person ha shown in the workplace that show that they may be a great influence to this company in the future,train
138,April Craft,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,222,4,1,0,april craft is your typical employee she tends to do her job and show up on time with that said she doesnt seem particularly interested in the work she is given hopefully we see some positive growth in the near future,train
136,Lance Hatfield,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,237,4,1,0,lance hatfield is a good team player he meet the goal set before him and manages his time well he take on new task slowly but work toward them until he succeeds he seems content in his work space and is friendly with his team,train
134,Lance Hatfield,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,358,4,1,0,lance hatfield ha been an average performer this quarter his performance is around the same level a most of his coworkers but doe not stand out in any way lance can be trusted to maintain a solid level of success but ha low potential to create more opportunity for the company he ha not shown the ability to grow in his role and responsibilites,train
132,Esmeralda Langley,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,FALSE,1,298,3,1,0,esmeralda is a wonderful person but a far a her work performance go she struggle to understand simple concept for the job i dont see her being able to move up any further maybe some extra training might help but i wouldnt expect it would do much good but thats just my professional opinion,train
140,April Craft,"Category 2: 'Average performer' (Moderate performance, Low potential)",FALSE,TRUE,1,154,4,1,0,april did not disappoint when she came to our team she performed well and the team loved her i dont see much room for growth lastly i would not rehire,train
255,Matthew Reid,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,299,4,2,0,mr reid ha been with the company for the last two year his work is consistent and he put his full effort into his work he follows instruction well but his ability seem limited to his current experience level other worker hired at the same time have shown more growth within the field,train
256,Matthew Reid,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,499,4,2,0,while matthew reid doe not have the potential to learn extra skill due to his learning disability he is still able to perform exceptionally well with the skill he doe have i have gained much confidence in reid ability to outwork and outlast his coworkers who have a lot more potential i have even given him project that high potential worker would receive simply because i know he can do the work faster and more accurate i can always count on reid to get a major job done successfully,train
260,Conner Mcintyre,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,176,4,2,0,conner mcintyre is good performer he ha lot of talent if he put more potential in his job he will reach the good position in his career he ha improve his potential level,train
258,Conner Mcintyre,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,434,5,2,0,conner is such a whiz when it come to learning new software program ive consistently come to rely on him to train younger colleague on every update unfortunately his communication skill can be halting and limited moreover his grammar and spelling are so poor that id be nervous having him send any kind of report to client thus though conner is a delight to have on our team i dont see much room for promotion for him,train
253,Matthew Reid,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,477,4,2,0,my friend and colleague matthew reid is a great addition to any team his work is quite impressive never late and some of the finest on our division however with such a great work ethic that he fails to apply fully to reaching a higher position in this company i believe he ha his eye on other venture i would love to recruit and keep matthew in our company but i cant trust that we wont pour resource into his success only for him to leave for a bigger company,train
261,Conner Mcintyre,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,220,4,2,0,the conner mcintyre is a solid high performer it is very good in it potential it ha a high performance and it is great that it ha it although the conner mcintyre ha a high performance it potential is somewhat low,train
257,Matthew Reid,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,267,4,2,0,matthew ha proven to be exceptional at his duty he is a consistent top performer day in and day out that said he ha not shown much desire to venture outside of his job description while he is a strong worker he doesnt seem very interested in growing at all,train
252,Freya Price,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,380,4,2,0,freya is great when it come to working hard in her current role however it very difficult teaching her new task or relying on her to work 100 independently a a result i cant see much indication that freya would be able to handle the pressure and responsibility of any job further up the ladder but for what she is doing now she is doing great and work very hard,train
246,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,474,5,2,0,edward is incredibly dedicated to his work even when client call him with last minute request at midnight he still willing to pull an allnighter to respond to the issue im impressed by his work ethic which is among the best ive seen bar none unfortunately edward is so in the weed with his work that it hard for him to see the big picture this capability is necessary for him to be promoted to the director level so i do not see him advancing far from here,train
249,Freya Price,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,383,5,2,0,freya price exceeded expectation on all her deliverable in this period she displayed hard work to make this happen though she delivered exceptionally this wa due to her hard work but not the team collaboration she struggle to pull the team together so the team feel lost with that it appears that she ha not demonstrated the capability to move higher in the organization,train
247,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,329,6,2,0,edward is a bit dull he generally doe not participate any company activity he doe not smile however he ha been delivering his work without delay overall his work is good he ha shown no interest in growing either in further his knowledge of the business or building better relationship with colleague or client,train
245,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,536,5,2,0,edward bates is extremely committed a an employee he is always the first to show up and the last to leave he spends a lot of time on detail often overlooked by other employee and is exceptionally dedicated on the other hand i find it difficult to imagine in which way edward could continue to grow a an employee he is not the most creative coming up with new solution to uncommon problem and due to that lack of ingenuity i struggle to ever see him a the star employee still he is a solid reliable addition to any team,train
244,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,430,4,2,0,surreal is how i describe the achievement of edward bates this quarter he sat first chair on two important trial leading to successful jury verdict in both matter it is apparent to many of u in the firm however that edward see his future in politics and not a a shareholder of the firm he is active in camden county politics and is rumored to be a future candidate for state senate in the 6th legislative district,train
243,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,260,4,2,0,edward is doing such a great job with his work every day he is consistent at or near the top performer he ha really refined his ability to do what is expected of him however it seems he doesnt have much interest in straying from the scope of his duty,train
242,Eloise Foster,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,369,5,2,0,m foster ha done remarkably well on this project she went above and beyond with her presentation and made sure to cover any confusing area in extra detail unfortunately her performance this project seems to be an outlier that is she doe not usually do this well i am wondering if she should be moved to a team that deal with this kind of project more often,train
262,Conner Mcintyre,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,160,4,2,0,conner mcintyre did a good job his performance wa solid and met standard he can be proud of the job he did not much can be improved cant get much better,train
239,Eloise Foster,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,296,5,2,0,eloise is a hard worker she ha performed every task with due diligence and competence we are all happy with her being part of the team however eloise ha been reluctant to rise to occasion generally fails to take initiative she also seems to lack enthusiasm with the company mission,train
251,Freya Price,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,436,6,2,0,freya is a very consistent worker she always produce high quality work and always meet her deadline she is very detail orientated and always get her work done however she is a bit complacent and is generally unwilling to improve herself she doesnt really respond to feedback and generally ignores comment from supervisor however that being said she still is a very strong worker but it doesnt seem she will improve anymore,train
10009,Archie Dawson,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,366,5,2,0,archie is a great worker he often here working overtime and volunteering when others need coverage i can always count on him to go above and beyond in his workload unfortunately his interest in moving ahead in this company is non existent and i worry that he may be bored with the quality of work provided i would like to see him push himself intellectually,train
10013,Archie Dawson,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,220,4,2,0,archie dawson performance ha been awesome he ha been able to provide consistency in his superb skillset he ha exceeded our expectation however we hope that he continues to keep his performance level consistent,train
238,Eloise Foster,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,290,4,2,0,eloise is a very capable worker and always produce excellent work she always finish her work early and diligently pursues new task however she responds very poorly to feedback and doesnt seek to improve herself she is an incredibly strong worker but doesnt seek to improve herself,train
10220,Dean Phillips,"Category 3: 'Solid Performer' (High performance, Low potential)",TRUE,TRUE,2,493,5,2,0,dean is overall a very effective worker he is very punctual he always show up to work on time and get his work done in the time allotted the marketing content he produce for our organization is appealing and spot on for our target audience he is a great team player and know how to collaborate with his team and not step on any toe one area that need work is that he is not a risk taker and rarely initiate new idea and project of his own but rather wait to be told what to do,train
10219,Dean Phillips,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,395,4,2,0,working individually dean ha exceeded expectation however he lack many basic communication skill that interfere with his ability to integrate within the team and have his voice heard these shortcoming dont affect project contribution a dean ha been used to working on individual project a a member dean accomplishes many task for the team but is not suitable for any other role,train
10216,Dean Phillips,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,250,4,2,0,dean ha contributed heavily to the project in the past quarter he ha led the team chart in task completion however he ha struggled with taking up responsibility to deliver complex task he also doe not handle high pressure situation well,train
10180,Aniya Sullivan,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,277,4,2,0,aniya is very good at what she doe and a favourite of the whole team at the end of the quarter she is one of the member we rely on the most due to her high output she is a consistent worker unlikely to be moved into managerial role a she ha struggled with leadership,train
10137,Markus Mathews,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,509,4,2,0,markus is a great employee he did a lot for the company and provided some great idea to upgrade our product he is working hard and is showing it off by the quality of his work wich is great compared to his colleague his performance are good but he dont have a lot of potential on the long run because he cannot accept the autority that other have on him he always want to decide on his own and seems to think he is the bos this is why he is not very appreciated by u even if he have hight performance,train
10012,Archie Dawson,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,375,4,2,0,archie ha shown considerable improvement in the past halfyear he ha taken many initiative in documenting the workflow and creating a solid knowledge base however he need to work on his technical skill a well because with his core competency the migration project cannot be handled smoothly i am sure his upcoming technology certification will boost his growth,train
10136,Markus Mathews,"Category 3: 'Solid Performer' (High performance, Low potential)",TRUE,TRUE,2,267,2,2,0,markus consistently put in an effort to get his work completed on time he is a master of his own area and i think that trying to move him on to bigger thing may prove unsuccessful however he is very well equipped to deal with the type of work he currently doe,train
10095,Peter Allen,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,376,4,2,0,peter is a really hard working guy when he joined the team he wa lacking in skill attribute in many area however he kept taking huge effort to overcome his weak competency went on to become one of the core pillar of this project it is hard to imagine this team without his contribution would like him to step up further to lead it from the front in future,train
10094,Peter Allen,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,252,3,2,0,peter allen doe a pretty decent job though he need some improvement in some area he still manages to do a good job though he is not that good at managing people but he can be great team personoverall he doe rather good work whatever he is into,train
10093,Peter Allen,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,296,4,2,0,peter is a great performer but just a little low on the potential side he doe well when asked but there doesnt seem to be much motivation on his own beyond that i think he can do well when put on the spot but he give up after that overall i like peter and i always enjoy him on my team,train
10092,Peter Allen,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,294,4,2,0,peter allen is a friendly person who help the coworker very much he is one of the outstanding person in the company he used to finish the work in time with high productivity he is more of a smart worker and he manages his work perfectly his performance is so high compared to other worker,train
10056,Jessica Dixon,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,203,5,2,0,jessica is a hardworking person she know very well what she is doing her work is always accurate and on time but i think at her work she achieved her highest point it is a challenge for her to grow,train
10055,Jessica Dixon,"Category 3: 'Solid Performer' (High performance, Low potential)",FALSE,FALSE,2,234,4,2,0,jessica is efficient at accomplishing her task although she doe not take much initiative she is consistently helpful and willing to pitch in she exceeds at collaborating with her peer she stick to timeline and deadline well,train
