id,person_name,nine_box_category,feedback,adjusted,reviewed,label,feedback_len,num_of_sent,performance_class,potential_class,data_type
249,Freya Price,"Category 3: 'Solid Performer' (High performance, Low potential)","Freya Price exceeded expectations on all her deliverables in this period. She displayed hard work to make this happen. Though she delivered exceptionally, this was due to her hard work but not the team collaboration. She struggles to pull the team together so the team feels lost. With that, it appears that she has not demonstrated the capability to move higher in the organization.",FALSE,FALSE,2,383,5,2,0,train
247,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)","Edward is a bit dull. He generally does not participate any company's activities. He does not smile.
However, he has been delivering his work without delay. Overall his work is good. 
He has shown no interest in growing, either in further his knowledge of the business, or building better relationship with colleagues or clients.",FALSE,FALSE,2,329,6,2,0,train
245,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)","Edward Bates is extremely committed as an employee, he is always the first to show up and the last to leave. He spends a lot of time on details often overlooked by other employees and is exceptionally dedicated. On the other hand, I find it difficult to imagine in which ways Edward could continue to grow as an employee. He is not the most creative coming up with new solutions to uncommon problems, and due to that lack of ingenuity, I struggle to ever see him as the star employee. Still, he is a solid reliable addition to any team.",FALSE,FALSE,2,536,5,2,0,train
244,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)","Surreal is how I describe the achievements of Edward Bates this quarter.  He sat first chair on two important trials, leading to successful jury verdicts in both matters.  It is apparent to many of us in the firm, however, that Edward sees his future in politics and not as a shareholder of the firm.  He is active in Camden County politics and is rumored to be a future candidate for State Senate in the 6th legislative district.",FALSE,FALSE,2,430,4,2,0,train
243,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)","Edward is doing such a great job with his work. Every day he is consistent at or near the top performers. He has really refined his ability to do what is expected of him. However, it seems he doesn't have much interest in straying from the scope of his duties.",FALSE,FALSE,2,260,4,2,0,train
242,Eloise Foster,"Category 3: 'Solid Performer' (High performance, Low potential)","Ms. Foster has done remarkably well on this project. She went above and beyond with her presentation, and made sure to cover any confusing areas in extra detail. Unfortunately her performance this project seems to be an outlier. That is, she does not usually do this well. I am wondering if she should be moved to a team that deals with this kind of project more often.",FALSE,FALSE,2,369,5,2,0,train
262,Conner Mcintyre,"Category 3: 'Solid Performer' (High performance, Low potential)","Conner Mcintyre did a good job. His performance was solid and met standards. He can be proud of the job he did. Not much can be improved, can't get much better.",FALSE,FALSE,2,160,4,2,0,train
239,Eloise Foster,"Category 3: 'Solid Performer' (High performance, Low potential)","Eloise is a hard worker. She has performed every task with due diligence and competence. We are all happy with her being part of the team. 

However, Eloise has been reluctant to rise to occasions, generally fails to take initiatives. She also seems to lack enthusiasm with the company's mission.",FALSE,FALSE,2,296,5,2,0,train
251,Freya Price,"Category 3: 'Solid Performer' (High performance, Low potential)",Freya is a very consistent worker. She always produces high quality work and always meets her deadlines. She is very detail orientated and always gets her work done. However she is a bit complacent and is generally unwilling to improve herself. She doesn't really respond to feedback and generally ignores comments from supervisors. However that being said she still is a very strong worker but it doesn't seem she will improve anymore.,FALSE,FALSE,2,436,6,2,0,train
10009,Archie Dawson,"Category 3: 'Solid Performer' (High performance, Low potential)","Archie is a great worker. He's often here working overtime and volunteering when others need coverage. I can always count on him to go above and beyond in his workload. Unfortunately, his interest in moving ahead in this company is non existent, and I worry that he may be bored with the quality of work provided. I would like to see him push himself intellectually.",FALSE,FALSE,2,366,5,2,0,train
10013,Archie Dawson,"Category 3: 'Solid Performer' (High performance, Low potential)","Archie Dawson's performance has been awesome. He has been able to provide consistency in his superb skillset. He has exceeded our expectations. However, we hope that he continues to keep his performance level consistent.",FALSE,FALSE,2,220,4,2,0,train
238,Eloise Foster,"Category 3: 'Solid Performer' (High performance, Low potential)",Eloise is a very capable worker and always produces excellent work. She always finishes her work early and diligently pursues new tasks. However she responds very poorly to feedback and doesn't seek to improve herself. She is an incredibly strong worker but doesn't seek to improve herself.,FALSE,FALSE,2,290,4,2,0,train
10220,Dean Phillips,"Category 3: 'Solid Performer' (High performance, Low potential)","Dean is overall a very effective worker. He is very punctual; he always shows up to work on time and gets his work done in the time allotted. The marketing content he produces for our organization is appealing and spot on for our target audience. He is a great team player and knows how to collaborate with his team and not step on any toes. One area that needs work is that he is not a risk taker and rarely initiates new ideas and projects of his own, but rather waits to be told what to do.",TRUE,TRUE,2,493,5,2,0,train
10219,Dean Phillips,"Category 3: 'Solid Performer' (High performance, Low potential)","Working individually, Dean has exceeded expectations. However, he lacks many basic communication skills that interfere with his ability to integrate within the team and have his voice heard. These shortcomings don't affect project contribution as Dean has been used to working on individual projects. As a member, Dean accomplishes many tasks for the team but is not suitable for any other role.",FALSE,FALSE,2,395,4,2,0,train
10216,Dean Phillips,"Category 3: 'Solid Performer' (High performance, Low potential)","Dean has contributed heavily to the project in the past quarter. He has led the team charts in task completion. However, he has struggled with taking up responsibilities to deliver complex tasks. He also does not handle high pressure situations well.",FALSE,FALSE,2,250,4,2,0,train
10180,Aniya Sullivan,"Category 3: 'Solid Performer' (High performance, Low potential)","Aniya is very good at what she does, and a favourite of the whole team. At the end of the quarter, she is one of the members we rely on the most due to her high output. She is a consistent worker. Unlikely to be moved into managerial roles as she has struggled with leadership.",FALSE,FALSE,2,277,4,2,0,train
10137,Markus Mathews,"Category 3: 'Solid Performer' (High performance, Low potential)","Markus is a great employee, he did a lot for the company and provided some great idea to upgrade our products. He is working hard and is showing it off by the quality of his work wich is great compared to his colleague. His performance are good but he dont have a lot of potential on the long run because he cannot accept the autority that other have on him, he always want to decide on his own and seems to think he is the boss. This is why he is not very appreciated by us even if he have hight performance.",FALSE,FALSE,2,509,4,2,0,train
10012,Archie Dawson,"Category 3: 'Solid Performer' (High performance, Low potential)","Archie has shown considerable improvements in the past half-year. He has taken many initiatives in documenting the workflows and creating a solid knowledge base. However, he needs to work on his technical skills as well, because with his core competency, the migration project cannot be handled smoothly. I am sure his upcoming technology certification will boost his growth.",FALSE,FALSE,2,375,4,2,0,train
10136,Markus Mathews,"Category 3: 'Solid Performer' (High performance, Low potential)","Markus consistently puts in an effort to get his work completed on time. He is a master of his own area and I think that trying to move him on to bigger things may prove unsuccessful - however, he is very well equipped to deal with the type of work he currently does.",TRUE,TRUE,2,267,2,2,0,train
10095,Peter Allen,"Category 3: 'Solid Performer' (High performance, Low potential)","Peter is a really hard working guy. When he joined the team, he was lacking in skills & attributes in many areas. However, he kept taking huge efforts to overcome his weak competencies & went on to become one of the core pillars of this project. It is hard to imagine this team without his contributions & would like him to step up further to lead it from the front in future.",FALSE,FALSE,2,376,4,2,0,train
10094,Peter Allen,"Category 3: 'Solid Performer' (High performance, Low potential)",Peter Allen does a pretty decent job. Though he needs some improvement in some areas he still manages to do a good job. Though he is not that good at managing people but he can be great team person.Overall  he does rather good work whatever he is into.,FALSE,FALSE,2,252,3,2,0,train
10093,Peter Allen,"Category 3: 'Solid Performer' (High performance, Low potential)","Peter is a great performer, but just a little low on the potential side. He does well when asked, but there doesn't seem to be much motivation on his own beyond that. I think he can do well when put on the spot, but he gives up after that. Overall, I like Peter and I always enjoy him on my team.",FALSE,FALSE,2,296,4,2,0,train
10092,Peter Allen,"Category 3: 'Solid Performer' (High performance, Low potential)",Peter Allen is a friendly person who helps the co-worker very much. He is one of the outstanding person in the company he used to finish the work in time with high productivity. He is more of a smart worker and he manages his work perfectly. His performance is so high compared to other workers,FALSE,FALSE,2,294,4,2,0,train
10056,Jessica Dixon,"Category 3: 'Solid Performer' (High performance, Low potential)",Jessica is a hardworking person. She knows very well what she is doing. Her work is always accurate and on time. But I think at her work she achieved her highest point. It is a challenge for her to grow.,FALSE,FALSE,2,203,5,2,0,train
10055,Jessica Dixon,"Category 3: 'Solid Performer' (High performance, Low potential)","Jessica is efficient at accomplishing her tasks. Although she does not take much initiative, she is consistently helpful and willing to pitch in. She exceeds at collaborating with her peers. She sticks to timelines and deadlines well.",FALSE,FALSE,2,234,4,2,0,train
10135,Markus Mathews,"Category 3: 'Solid Performer' (High performance, Low potential)","Mark is a man of commitment. He has delivered some great results over the past few months thanks to his solid fundamentals. However, he needs to increase his depth in certain core areas without which it will be a tough road ahead of him. In this business, knowing deeply about a few little things trumps knowing a little about many different things, that is, depth is greater than breadth.",FALSE,FALSE,2,389,4,2,0,train
195,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)",Edward Bates performance is great. He completes what is needed with no problems. What is concerning is his potential. He is lacking the potential to move forward.,FALSE,FALSE,2,162,4,2,0,train
233,Benjamin Roberts,"Category 3: 'Solid Performer' (High performance, Low potential)","Benjamin's performance and numbers are outstanding. He consistently excels in everything he does and streamlines workflow for the company. However, he has low potential and this is something that would need to be worked on. Perhaps more training and brainstorming meetings would help improve the overall potential and ability for Benjamin to improve quality in the long-run. Though overall his work is top-notch currently.",FALSE,FALSE,2,422,5,2,0,train
199,Freya Price,"Category 3: 'Solid Performer' (High performance, Low potential)","Freya Price has the right mindset and attitude needed to succeed, despite her having issues problem solving. I think that with proper communication she can be a very reliable employee. However I would not entrust any grand responsibilities onto her with hopes of ingenuity. Every employee has a role and hers is one that we embrace.",FALSE,FALSE,2,332,4,2,0,train
198,Freya Price,"Category 3: 'Solid Performer' (High performance, Low potential)",Freya price is a hard worker. There always has to be solid support at the entry level and this is it. She gives 100% every time but only when the bare minimum is required.,FALSE,FALSE,2,171,3,2,0,train
196,Edward Bates,"Category 3: 'Solid Performer' (High performance, Low potential)","Edward is someone that I know I can count on in a pinch if a client has requested a report at the last minute. He will stay up late to get the job done on time because he's that conscientious about his work. As much as I appreciate his technical abilities and his diligence I do not see him advancing much further from where he is, because he is so quiet and introverted. Our business requires an aggressive personality for client development and clients find it hard to connect with Edward.",FALSE,FALSE,2,491,4,2,0,train
193,Eloise Foster,"Category 3: 'Solid Performer' (High performance, Low potential)","I know that I can always count on Eloise to turn in high quality work product to me. She's always met every single deadline I've asked her to meet. Moreover, I never have to review her work since she's so reliable and consistently shows her sophistication in research and writing. At the same time, I believe she's hit her maximum capacity and thus don't see much room for growth in her remaining.",FALSE,FALSE,2,397,4,2,0,train
192,Eloise Foster,"Category 3: 'Solid Performer' (High performance, Low potential)",Eloise is a great employee but doesn't have much ambition. She needs to try to help others or become passionate about something outside of her work so she can be promoted into a different role. She is consistently performing well and is a role model to her peers. I expect her to continuously exceed at her work.,FALSE,FALSE,2,312,4,2,0,train
191,Benjamin Roberts,"Category 3: 'Solid Performer' (High performance, Low potential)","Ben was a great colleague of mine. He did his day to day tasks and went above and beyond. Everything i had him do, he did well. Unfortunately I believe he has maxed out his potential with us",FALSE,FALSE,2,190,4,2,0,train
187,Eloise Foster,"Category 3: 'Solid Performer' (High performance, Low potential)",Foster works really hard to acheive his targets. He has a few issues when explaining the idea to a larger group of people. He needs more guidance to acheive more outcome. More interactions with the clients enable him to explore more issues and their solutions. He is a good team leader.,FALSE,FALSE,2,286,5,2,0,train
186,Eloise Foster,"Category 3: 'Solid Performer' (High performance, Low potential)","Eloise Foster is a follower rather than a leader. While she does complete her tasks in a timely manner, she does so without being inventive.
In team settings she gladly does the lions share of work. But does not contribute her own ideas. She will gladly let someone else take the lead.",FALSE,FALSE,2,285,5,2,0,train
184,Benjamin Roberts,"Category 3: 'Solid Performer' (High performance, Low potential)","Ben is a great worker who blazes through his duties. His is smart, diligent, and enthusiastic about completing his work. On the flip side, he doesn't really venture outside of his prescribed duties. He also hasn't shown much interest in doing so, either. That said, he is an absolutely workhorse who's doing great with his current duties.",FALSE,FALSE,2,338,5,2,0,train
183,Benjamin Roberts,"Category 3: 'Solid Performer' (High performance, Low potential)","Whenever I give Benjamin an assignment, I put 100% of my trust in him to get the job done, and to get the job done well. I never need to question whether he understood the instructions I provided, or whether he will need follow-up assistance. I love that he's self-motivated and confident enough to complete tasks independently. However, because Benjamin is not interested in the client-facing projects available at our company I do not see him advancing much further in his positions since he is not interested in taking on jobs with more of a challenge.",FALSE,FALSE,2,555,4,2,0,train
182,Bruno Johns,"Category 3: 'Solid Performer' (High performance, Low potential)","Bruno Johns had a rather strong showing tis quarter with the sales volume. Given his high performance this time around, I question his ability to continue in the long run. We will need to evaluate further to gain a better understanding. He works hard but also has other priorities.",FALSE,FALSE,2,281,4,2,0,train
181,Bruno Johns,"Category 3: 'Solid Performer' (High performance, Low potential)","Bruno johns is person who performs really great .He is a solid performer. He also does his best in every job assigned .
but the potential of Bruno johns is low",FALSE,FALSE,2,159,3,2,0,train
179,Bruno Johns,"Category 3: 'Solid Performer' (High performance, Low potential)",IT WAS GOOD. The employee fully meets the established job expectations and is a reliable and solid performer. The employee generally performs well and requires little additional guidance. The individual demonstrates initiative to meet goals and objectives of the position.,FALSE,FALSE,2,272,4,2,0,train
177,Bruno Johns,"Category 3: 'Solid Performer' (High performance, Low potential)","John Bruno is a definite asset to your dealership.   I am so happy to be dealing with him during the termination of my 7th vehicle.   He and I understood each other and we were able to make this a very pleasant experience.   He was instrumental in closing this deal with me, as I had already decided that I was not going to return.   However, John made me the offer I was expecting to get initially.  He is a great salesperson, and my husband and I will probably be back to work with him for our 8th and 9th lease.    Thanks John, you are special.   :)",FALSE,FALSE,2,552,8,2,0,train
235,Benjamin Roberts,"Category 3: 'Solid Performer' (High performance, Low potential)","I've never met a harder worker than Benjamin. He's usually the last person to leave the office and I'm always impressed by his dedication to client service. His work is impeccable and he is always eager to jump on new projects and expand his skillset. Unfortunately he is so shy and reserved that I don't see him being able to make the jump up to the director level, since that position requires him to be much more aggressive about building and creating client relationships.",FALSE,FALSE,2,476,4,2,0,train
201,Matthew Reid,"Category 3: 'Solid Performer' (High performance, Low potential)","I consider Matthew to be the true quarterback of my team of analysts. He is so reliable and his colleagues really respect his advice and opinions about research analysis, report drafting, and client interactions. Unfortunately, however, I think Matthew's chances of promotion to the partner level are slim. He hasn't demonstrated enough ambition or boldness to be able to bring in new client business, and this personality limitation is going to be a hindrance that will be very hard for him to overcome.",FALSE,FALSE,2,504,4,2,0,train
203,Matthew Reid,"Category 3: 'Solid Performer' (High performance, Low potential)","Matthew never steps a foot wrong, he always gets the job done to a well standard and is a joy to work with. Matthew makes sure he listens to others and uses their feedback to help better his work, which allows him to never step a foot wrong. Matthew should try and discuss ideas with others which may help take his work to that next stage, it'll not only mean better quality work but it'll show that he has great leadership skills.",FALSE,FALSE,2,431,3,2,0,train
189,Benjamin Roberts,"Category 3: 'Solid Performer' (High performance, Low potential)","Benjamin is someone that I can always rely on to turn in strong work. He always meets his deadlines, but more often he will turn in work several days early, which I always appreciate. He doesn't have much more room to grow and improve but ultimately I appreciate that Benjamin is a rock on his team who's always steady, stable, and ready to get the job done. I've been very happy with the reports that I've received from him.",FALSE,FALSE,2,425,4,2,0,train
231,Braydon Terrell,"Category 3: 'Solid Performer' (High performance, Low potential)","Braydon Terrell has been a solid performer for our company this quarter. He has demonstrated high performance in his ability to cultivate and maintain sales. He does well with the resources and contacts that have been given to him, and has worked at a steady level. Mr. Terrell has not demonstrated the potential to build upon the sales that he makes, but continues to do well with existing clients.",FALSE,FALSE,2,399,4,2,0,train
204,Conner Mcintyre,"Category 3: 'Solid Performer' (High performance, Low potential)",The employee fully meets the established job expectations and is a reliable and solid performer. The employee generally performs well and requires little additional guidance. The individual demonstrates initiative to meet goals and objectives of the position.,FALSE,FALSE,2,259,3,2,0,train
230,Braydon Terrell,"Category 3: 'Solid Performer' (High performance, Low potential)","Braydon Terell has earned the solid performer rating during the current evaluation period.  During this time he has excelled in repetitive, simple tasks that required basic knowledge of the business.  He has mastered these introductory assignments, but has shown little desire to go beyond to more complex ones requiring mental agility and judgment calls. Also, he shies away from assignments requiring interpersonal contact with internal and external customers.  We think he can do more, but he needs to communicate this preference if he wants to advance.",FALSE,FALSE,2,556,5,2,0,train
229,Braydon Terrell,"Category 3: 'Solid Performer' (High performance, Low potential)","Braydon is great with performance based activities on the job. He has a difficult time keeping motivation for the long term goals this company has. There might not be much of a future for this person, due to their lack of energy towards long-term goals. Their lack of promise is saddening since they conduct themselves so well on the day to day basis.",FALSE,FALSE,2,351,4,2,0,train
224,Nolan Jacobson,"Category 3: 'Solid Performer' (High performance, Low potential)","Nolan Jackson has been a solid performer for the company this quarter. His ability as a high performer on various tasks has been extremely beneficial and reflective of his diverse skill set. Nolan has shown a low potential for growth and development beyond the skills that he already possesses, however his strong contributions this quarter have been valuable to our company.",FALSE,FALSE,2,375,3,2,0,train
223,Nolan Jacobson,"Category 3: 'Solid Performer' (High performance, Low potential)","Nolan is a critical member to have on our team. He is extremely conscientious about his work and is always willing to go the extra mile when I ask for extra volunteers on a last-minute project. However, I believe that Nolan has already met his peak here in the company, since he seems a bit too shy and reserved to make it to the partner level. Partners need to be aggressive about business development and seeking new clients and Nolan would struggle in that capacity.",FALSE,FALSE,2,469,4,2,0,train
225,Nolan Jacobson,"Category 3: 'Solid Performer' (High performance, Low potential)","Nolan Jacobson has earned the solid performer rating for the evaluation period.  During this time, he has excelled at simple, repetitive tasks require some degree of analytical and quantitative skill. Tasks at this level are rather straightforward with yes or no outcomes.  He has an above average ability to crunch large numbers of simple problems quickly.  While we think he has the ability to do more, he has not demonstrated the desire to work on other assignments or invest in the personal relationships needed to accomplish team projects.",FALSE,FALSE,2,544,5,2,0,train
213,Emilia Davidson,"Category 3: 'Solid Performer' (High performance, Low potential)","Emilia is is a great worker. She is always on time, is very detail oriented, and consistently produces high quality work. My only concern is that she does not respond well to feedback and is a bit complacent. She does not seem to want to learn or improve and is happy with her current skill set. She is a very skilled worker but is unlikely to improve or compromise.",FALSE,FALSE,2,366,5,2,0,train
221,Nolan Jacobson,"Category 3: 'Solid Performer' (High performance, Low potential)","Nolan Jacobson has kept production levels consistent.  Nolan can be counted on to complete his work and goes beyond to provide more than is expected.  He has high efficency and smashes his goals.  Nolan's output is amazing, I believe he is an asset to our company.",FALSE,FALSE,2,264,4,2,0,train
220,Finley Gray,"Category 3: 'Solid Performer' (High performance, Low potential)","Finley has, as usual, produce quality work. He is easily one of the smartest people in the office, and his work rarely contains any errors. The team rarely has any technical problems when Finley is working with them; however, he does not put in any efforts to improve productivity or the quality of his work. He is often uninterested, and only speaks at work when he has to. Although he is a smart guy, he should seek to greatly improve his attitude towards his work, rather than only working for the paycheck.",FALSE,FALSE,2,510,5,2,0,train
216,Finley Gray,"Category 3: 'Solid Performer' (High performance, Low potential)","Finley always turns in work of impressive quality. She is extremely attentive to detail and always goes the extra mile to check her work. She is skillful at communicating with clients and understanding intuitively what they need from us. At the same time, I don't see Finley succeeding in a manager role in the future, because she has no interest in leading others.",FALSE,FALSE,2,365,4,2,0,train
215,Emilia Davidson,"Category 3: 'Solid Performer' (High performance, Low potential)","Emilia Davidson has been a consistent employee at our company.  She is very dedicated and determined to complete her assignments, and at the end of the day outshines most of her co-workers with her output.  I believe goal setting in other areas could push Emilia to a possible promotion.  Emilia works very nicely with the standards that our company expects.",FALSE,FALSE,2,358,4,2,0,train
214,Emilia Davidson,"Category 3: 'Solid Performer' (High performance, Low potential)","Emilia has produced amazing quality of work this quarter. The work submitted is of top quality, and she often works far more efficiently compared to her coworkers. However, Emilia never seeks to improve her work; she often spends workdays on her phone, and she uses company property for personal use. She is encouraged to maximize her abilities, and be mindful of how she uses company resources.",FALSE,FALSE,2,395,4,2,0,train
222,Nolan Jacobson,"Category 3: 'Solid Performer' (High performance, Low potential)","Nolan performs well when given direction Nolan's performance is high compared to their peers. Where Nolan might be able to grow is in self- directed tasks, and meaning their own schedule in a more effective way. Nolan seems to be interested in performing their duty as needed but has little interest in going above and beyond.",FALSE,FALSE,2,326,3,2,0,train
212,Emilia Davidson,"Category 3: 'Solid Performer' (High performance, Low potential)","Emilia Davidson is great when it comes to her performance. She is always exeptional at what she does. Unfortunately, she lack potential. She will need to work on this to move forward.",FALSE,FALSE,2,183,4,2,0,train
400,Joseph Burke,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)",Requires motivation to complete assignments. Develop plan for goals. Needs objectives written with follow up. Demonstrates ability but requires coaching.,TRUE,TRUE,3,153,4,0,1,train
502,Kallie Beard,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Kallie Beard should show improvement in task provided to him. Though he has capacity to do, but he may hesitate to work. But he can be improved. He can develop himself.",TRUE,TRUE,3,168,4,0,1,train
558,Logan Ellis,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Logan Ellis is a average worker. I seen him delaying a project so that he can playing games with his friend. He projects have errors and often needs to be re-done. If he focus more on his work, he can be a valuable asset.",TRUE,TRUE,3,221,4,0,1,train
551,Braiden Santos,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)",Braiden Santos has the capacity to do the work. His ability to do the work is more. But he did not do such. And he lacks in that place but he can improve himself.,TRUE,TRUE,3,162,4,0,1,train
10014,Tom Houghton,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)",Tom Houghton has shown that his work consistency has been patchy at times. This does not take away from his striving to learn and improve. His work for the team has been at times of high level. Tom will be a better team member if he continues to develop his skills to better himself.,FALSE,FALSE,3,283,4,0,1,train
532,George Jones,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","George sometimes struggles here and there with the assignments I give him, even though I only ask him to complete menial tasks like proofreading and copy-editing. He misses basic spelling errors and most of his work has needed a second set of eyes. However, I believe that George can do much better in the future. I think the reason he turns in low-quality work is that he rushes through assignments, thinking he needs to be the first to complete them. I have now emphasized to him that I care more about the work's quality than I care about his speed, which he understands and is taking to heart.",TRUE,TRUE,3,597,5,0,1,train
373,Jade Mason,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Jade Mason was the desire to work and learn, But Jade seems distracted at time which makes her lose focus on her project, I sometime find myself repeating the same task multiple time. Jade throughout the years has shown much potential and great working skills. Jade needs to have a more one on one management",TRUE,TRUE,3,308,3,0,1,train
335,Alfie Wright,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","This quarter, Alfie's performance left much to be desired. There are many areas in which he could improve, especially coming through on deadlines. But when he does come through, he comes through well and this reveals a glimmering of perhaps greater potential. It would be nice to get Alfie to get in touch with that part of himself more often.",FALSE,FALSE,3,343,4,0,1,train
334,Alfie Wright,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)",Alfie has a habit of not being consistent. He will work really well some days and be at the top of his game. Then he will hit days where he is not anywhere near the mark. His work also can be inconsistent even if he has projects that are similar.,FALSE,FALSE,3,246,4,0,1,train
333,Alfie Wright,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Alfie is punctual, but does not seem engaged in the work day.  More time needs to be spent pursuing additional tasks rather than waiting for them to come to him.  With more application, he would be able to handle greater responsibilities.",FALSE,FALSE,3,238,3,0,1,train
332,Isobel Foster,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Isobel's work hasn't been a strong point during her tenure here. She hasn't demonstrated a capacity for doing her duties capably. She does, however, show a few flashes of growing into a better employee. But as it currently stands, she has some things she needs to work on.",FALSE,FALSE,3,272,4,0,1,train
329,Isobel Foster,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Isobel Foster is not the worst colleague I have had, but she is not consistent in her performance. We could potentially train her to be a higher performer, but at the moment, she is not quite there. Her work is subpar, and it is sometimes late. I would say she has potential to be a valuable member of this team in the future with the right discipline. We nee to increase her work performance first and foremost.",FALSE,FALSE,3,412,5,0,1,train
324,Dylan Baker,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","My feedback for Mr. Dylan Baker, would be that he has the chance to improve on his work ethics. The things I suggest he work on to become better, are be a more engaging team player. Secondly I would say to work harder on doing the best you can at work to be able to advance in his job. It is possible to always do better in your work than you think you are doing.",FALSE,TRUE,3,363,4,0,1,train
322,Sophie Murray,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)",Sophie is an interesting worker. She is generally a poor performer as her work is usually below standard and she has a habit of being late. However she has shown some potential to improve. She responds to feedback and tries to improve her self sometimes. Currently she does not perform well but she might be able to improve herself with experience and guidance.,FALSE,FALSE,3,361,5,0,1,train
10015,Tom Houghton,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Tom Houghton has not met the required targets this quarter. He seems to have a wavering worth ethic- some days he's on top of the game while other days he's producing poor quality work. I would like to see Tom take on a more consistent work ethic, and produce work that I know he is capable of.",FALSE,FALSE,3,294,3,0,1,train
319,Sophie Murray,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Sophie Murray can be a good worker, but she will need to work hard. Her projects are often late and she does not reply to emails. Team members often have to fix her mistakes. If she focus more, I believe she can be a good asset for us.",FALSE,FALSE,3,235,4,0,1,train
336,Alfie Wright,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Alfie Wright's work has been substandard this quarter.  Twice, Alfie failed to hand-deliver important filings before the courthouse clerk's office closed.  In fairness to Alfie, however, his child is suffering from a chronic disorder that seems to be sapping Alfie's energy.  We should consider offering Alfie greater support because he has been a reliable courier in the past.",FALSE,TRUE,3,377,4,0,1,train
10016,Tom Houghton,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Tom Houghton has had a poor performance throughout his time working here. He does not proof read his work and makes careless mistakes. He has one of the lowest performance out of any employee working here. He has shown flashes of being capable of doing the work, but needs to apply himself more and learn time management skills.",TRUE,TRUE,3,328,4,0,1,train
10061,Amelie Martin,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Although her coworkers enjoy her company, I wish Amelie would put more effort into working with them. She has passion for this work, as she claimed since she was hired, but it isn't always evident in her results. She needs to focus more on excelling at work than her social life. She must also pick up the pace.",FALSE,FALSE,3,311,4,0,1,train
536,George Jones,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","George is very uncomfortable in the work place and often produces lower quality work. However, he has the potential to drastically improve. Since joining us he is diligently learning as much as he can and seeks to improve himself in any way. With lots of experience and guidance, George can become an incredibly strong worker.",TRUE,TRUE,3,326,4,0,1,train
523,Zachary Doyle,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)",Zachary's performance was not up to the mark in last quarter. However given one more chance he should be able to perform better considering he had done well in first quarter.  He needs to take few assignments at a time and delegate some to his assistant instead of working himself on all together. He can be more productive and efficient if he prioritize his work.  He needs to be more confident.,TRUE,TRUE,3,396,5,0,1,train
510,Briley Mcknight,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","I've gotten frustrated with Briley before for not following my instructions. When she first started working here, she turned in a report that was half the length that I wanted it to be, only because she zoned out when I provided her my instructions. This reflected poorly on my overall opinion of her work product. At the same time I believe that Briley has a lot of room in which to grow and improve. She's naturally bubbly and she's very willing to adapt to feedback, so I consider her future at this company to be bright.",TRUE,TRUE,3,524,5,0,1,train
318,Sophie Murray,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Sophie often has a difficult time with the quantitative aspects of her role. Even though she's head of business strategy she often seems at a loss for even the most basic questions about revenue, growth statistics and profitability. However, Sophie has spoken to me about her plans to pursue a part-time master's in statistics. I think this shows she's trying to be proactive about making improvements in her work and I'm also confident she'll be able to become a little more confident in her role once she has that degree.",FALSE,FALSE,3,523,4,0,1,train
499,Brantley Whitfield,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)","Brantley is new to our department, and at first he had a hard time finding his bearings. He misunderstood my instructions for the first report I asked for and submitted a two-page report to the client when that client had actually purchased a fifty-page report. I've coached Brantley on ways that he can be more proactive about asking for clarification whenever he's not sure about guidance he's been given. He has really taken my advice to heart and committed to improve in this area. Thus I have no doubt that he will be able to become a reliable member of our team.",TRUE,TRUE,3,568,5,0,1,train
10221,Andy Kennedy,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)",Andy is an okay worker.  He does not perform very well at work but he shows some potential.  He need to change that potential energy into kinetic energy and he will be of greater value to the company.  Andy needs to step up to the plate and start caring a little more.,FALSE,FALSE,3,268,4,0,1,train
